#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
2932942	2908	6745	109165	112623	-	PSEC0262	NR3C1	SSR1	GCCR|GCR|GCRST|GR|GRL	TRAPA	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P43307	C9JBX5	NP_003135|NP_001278937	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932943	2908	36	109165	106554	-	RP11-162A23.1	NR3C1	ACADSB	GCCR|GCR|GCRST|GR|GRL	2-MEBCAD|ACAD7|SBCAD	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P45954	-	NP_001600|NP_001317103	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932944	2908	8204	109165	113843	-	-	NR3C1	NRIP1	GCCR|GCR|GCRST|GR|GRL	RIP140	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P48552	A8K171	NP_003480	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932945	2908	3980	109165	110168	-	-	NR3C1	LIG3	GCCR|GCR|GCRST|GR|GRL	LIG2	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P49916	E5KLB5|E5KLB6	NP_039269|NP_002302	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932946	2908	1785	109165	108122	-	-	NR3C1	DNM2	GCCR|GCR|GCRST|GR|GRL	CMT2M|CMTDI1|CMTDIB|DI-CMTB|DYN2|DYNII|LCCS5	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P50570	Q8N1K8	NP_001177645|NP_004936|NP_001005360|NP_001005361|NP_001005362	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932947	2908	5538	109165	111530	-	RP11-115D7.2	NR3C1	PPT1	GCCR|GCR|GCRST|GR|GRL	CLN1|INCL|PPT	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P50897	-	NP_000301|NP_001136076	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932948	2908	9513	109165	114890	-	-	NR3C1	FXR2	GCCR|GCR|GCRST|GR|GRL	FMR1L2|FXR2P	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51116	-	NP_004851	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932949	2908	7818	109165	113587	-	-	NR3C1	DAP3	GCCR|GCR|GCRST|GR|GRL	DAP-3|MRP-S29|MRPS29|bMRP-10	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51398	-	NP_001186780|NP_004623|NP_001186779|NP_001186778|NP_387506	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932950	2908	6595	109165	112479	-	-	NR3C1	SMARCA2	GCCR|GCR|GCRST|GR|GRL	BAF190|BRM|NCBRS|SNF2|SNF2L2|SNF2LA|SWI2|Sth1p|hBRM|hSNF2a	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51531	B4DNT1|Q56A76|F6T8Q0|Q8N9Q1|B1ALF6|B4DSC8	NP_003061|NP_001276325|NP_001276326|NP_001276327|NP_620614|NP_001276328|NP_001276329	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932951	2908	5549	109165	111540	-	RP11-91B9.1	NR3C1	PRELP	GCCR|GCR|GCRST|GR|GRL	MST161|MSTP161|SLRR2A	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P51888	-	NP_002716|NP_958505	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932952	2908	7702	109165	113496	-	-	NR3C1	ZNF143	GCCR|GCR|GCRST|GR|GRL	SBF|STAF|pHZ-1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P52747	-	NP_001269585|NP_001269586|NP_003433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932953	2908	6182	109165	112097	-	-	NR3C1	MRPL12	GCCR|GCR|GCRST|GR|GRL	5c5-2|L12mt|MRP-L31/34|MRPL7|MRPL7/L12|RPML12	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P52815	-	NP_002940	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932954	2908	9551	109165	114923	-	-	NR3C1	ATP5J2	GCCR|GCR|GCRST|GR|GRL	ATP5JL	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P56134	-	NP_001003713|NP_001034267|NP_001003714|NP_004880	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932955	2908	4218	109165	110382	-	-	NR3C1	RAB8A	GCCR|GCR|GCRST|GR|GRL	MEL|RAB8	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61006	A0A024R7I3	NP_005361	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932956	2908	60559	109165	121940	-	UNQ1841/PRO3567	NR3C1	SPCS3	GCCR|GCR|GCRST|GR|GRL	PRO3567|SPC22/23|SPC3|YLR066W	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61009	-	NP_068747	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932957	2908	10890	109165	116096	-	-	NR3C1	RAB10	GCCR|GCR|GCRST|GR|GRL	-	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61026	-	NP_057215	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932958	2908	7334	109165	113182	-	-	NR3C1	UBE2N	GCCR|GCR|GCRST|GR|GRL	HEL-S-71|UBC13|UBCHBEN; UBC13|UbcH-ben|UbcH13	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61088	V9HW41	NP_003339	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932959	2908	6059	109165	111986	-	OK/SW-cl.40	NR3C1	ABCE1	GCCR|GCR|GCRST|GR|GRL	ABC38|OABP|RLI|RNASEL1|RNASELI|RNS4I	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61221	-	NP_001035809|NP_002931	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932960	2908	387	109165	106880	-	-	NR3C1	RHOA	GCCR|GCR|GCRST|GR|GRL	ARH12|ARHA|RHO12|RHOH12	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61586	Q9BVT0|A0A024R324	NP_001300872|NP_001300873|NP_001300870|NP_001655|NP_001300876|NP_001300874|NP_001300875	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932961	2908	6812	109165	112681	-	RP11-56D16.3	NR3C1	STXBP1	GCCR|GCR|GCRST|GR|GRL	MUNC18-1|NSEC1|P67|RBSEC1|UNC18	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61764	Q68CM6	NP_001361235|NP_003156|NP_001361237|NP_001361236|NP_001361239|NP_001361238|NP_001361243|NP_001361244|NP_001361240|NP_001361241|NP_001361242|NP_001027392	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932962	2908	6167	109165	112086	-	-	NR3C1	RPL37	GCCR|GCR|GCRST|GR|GRL	L37	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P61927	-	NP_000988	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932963	2908	8766	109165	114299	-	-	NR3C1	RAB11A	GCCR|GCR|GCRST|GR|GRL	YL8	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P62491	A0A024R5Z8	NP_004654|NP_001193765	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932964	2908	7555	109165	113387	-	-	NR3C1	CNBP	GCCR|GCR|GCRST|GR|GRL	CNBP1|DM2|PROMM|RNF163|ZCCHC22|ZNF9	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P62633	-	NP_001120667|NP_001120666|NP_001120665|NP_001120664|NP_001120668|NP_003409	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932965	2908	388	109165	106881	-	-	NR3C1	RHOB	GCCR|GCR|GCRST|GR|GRL	ARH6|ARHB|MST081|MSTP081|RHOH6	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P62745	-	NP_004031	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932966	2908	23478	109165	117037	-	-	NR3C1	SEC11A	GCCR|GCR|GCRST|GR|GRL	1810012E07Rik|SEC11L1|SPC18|SPCS4A|sid2895	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P67812	A0A024RC78|H0YKT4	NP_001258847|NP_055115|NP_001258850|NP_001258851|NP_001258849|NP_001258848	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932967	2908	408050	109165	135912	-	-	NR3C1	NOMO3	GCCR|GCR|GCRST|GR|GRL	Nomo	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P69849	J3KN36|Q1LZN2	NP_001004067	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932968	2908	64432	109165	122180	-	-	NR3C1	MRPS25	GCCR|GCR|GCRST|GR|GRL	MRP-S25|RPMS25	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P82663	-	NP_071942	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932969	2908	60488	109165	121919	-	HDCMD11P	NR3C1	MRPS35	GCCR|GCR|GCRST|GR|GRL	MDS023|MRP-S28|MRPS28	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	P82673	-	NP_001177793|NP_068593	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932970	2908	5521	109165	111513	-	-	NR3C1	PPP2R2B	GCCR|GCR|GCRST|GR|GRL	B55BETA|PP2AB55BETA|PP2ABBETA|PP2APR55B|PP2APR55BETA|PR2AB55BETA|PR2ABBETA|PR2APR55BETA|PR52B|PR55-BETA|PR55BETA|SCA12	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q00005	-	NP_001258829|NP_001258828|NP_858060|NP_858064|NP_858063|NP_858062|NP_858061|NP_001258877	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932971	2908	7508	109165	113345	-	-	NR3C1	XPC	GCCR|GCR|GCRST|GR|GRL	RAD4|XP3|XPCC|p125	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q01831	X5DRB1	NP_004619|NP_001341659|NP_001139241|NP_001341656|NP_001341658	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932972	2908	7090	109165	112945	-	-	NR3C1	TLE3	GCCR|GCR|GCRST|GR|GRL	ESG|ESG3|GRG3|HsT18976	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q04726	H0YKT5|Q6PRX3|F5H7D6|B3KUA2	NP_001269908|NP_001269909|NP_005069|NP_001269911|NP_001269910|NP_065959|NP_001098662	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932973	2908	6742	109165	112620	-	-	NR3C1	SSBP1	GCCR|GCR|GCRST|GR|GRL	Mt-SSB|SOSS-B1|SSBP|mtSSB	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q04837	A4D1U3|B7Z268	NP_003134|NP_001243439|NP_001243441|NP_001243440|NP_001243442	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932974	2908	7337	109165	113185	-	-	NR3C1	UBE3A	GCCR|GCR|GCRST|GR|GRL	ANCR|AS|E6-AP|EPVE6AP|HPVE6A	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q05086	Q9H2G0|Q9BUI6	NP_570854|NP_000453|NP_001341438|NP_001341435|NP_001341434|NP_001341437|NP_001341436|NP_001341475|NP_001341474|NP_001341477|NP_001341476|NP_001341471|NP_001341470|NP_001341473|NP_001341472|NP_001341455|NP_001341479|NP_001341452|NP_001341480|NP_001341478|NP_001361390|NP_001341467|NP_001341468|NP_001341469|NP_570853|NP_001341440|NP_001341441|NP_001341442	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932975	2908	2673	109165	108941	-	-	NR3C1	GFPT1	GCCR|GCR|GCRST|GR|GRL	CMSTA1|GFA|GFAT|GFAT 1|GFAT1|GFAT1m|GFPT|GFPT1L|MSLG	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q06210	-	NP_002047|NP_001231639	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932976	2908	2332	109165	108619	-	-	NR3C1	FMR1	GCCR|GCR|GCRST|GR|GRL	FMRP|FRAXA|POF|POF1	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q06787	G8JLE9	NP_002015|NP_001172011|NP_001172010|NP_001172004|NP_001172005	-	-	-	-	-	-	Homo sapiens	Homo sapiens
2932977	2908	108	109165	106622	-	-	NR3C1	ADCY2	GCCR|GCR|GCRST|GR|GRL	AC2|HBAC2	Proximity Label-MS	physical	Dendoncker K (2019)	PUBMED:31182584	9606	9606	High Throughput	-	-	-	-	BIOGRID	P04150	E5KQF6|E5KQF5|F1D8N4	NP_001018087|NP_001018086|NP_001018085|NP_001018084|NP_001191187|NP_001351109|NP_001191191|NP_001191188|NP_001191189|NP_001351114|NP_001019265|NP_001191193|NP_001351112|NP_001351113|NP_001191194|NP_001351111|NP_001351110|NP_000167|NP_001191190|NP_001018661|NP_001191192	Q08462	Q71UM8	NP_065433	-	-	-	-	-	-	Homo sapiens	Homo sapiens
